day,users_count,questions_count,answers_count,comments_count,reactions_count,follows_count,blocks_count,mutes_count,reports_count,themes_count,user_bans_count,inbox_count
2019-09-01,0,32,76,32,112,4,0,0,0,0,0,253
2019-09-02,1,84,87,45,108,0,0,0,0,0,0,299
2019-09-03,0,34,93,89,74,4,0,0,0,0,0,258
2019-09-04,0,28,103,64,154,2,0,0,0,0,0,173
2019-09-05,0,20,65,24,76,2,0,0,0,0,0,130
2019-09-06,0,24,70,42,82,1,0,0,0,0,0,302
2019-09-07,0,94,81,143,250,2,0,0,0,1,0,318
2019-09-08,0,40,77,63,107,0,0,0,1,0,0,153
2019-09-09,3,192,78,27,43,2,0,0,1,0,0,120
2019-09-10,1,36,83,30,91,2,0,0,0,0,0,389
2019-09-11,2,42,65,55,79,0,0,0,0,0,0,304
2019-09-12,0,56,119,33,66,0,0,0,0,0,0,252
2019-09-13,1,39,75,49,86,1,0,0,1,0,0,197
2019-09-14,1,64,62,66,100,0,0,0,0,1,0,220
2019-09-15,0,30,60,33,48,1,0,0,0,0,0,132
2019-09-16,1,36,54,19,52,3,0,0,0,0,0,152
2019-09-17,0,25,78,104,94,0,0,0,0,0,0,172
2019-09-18,0,37,92,137,364,3,0,0,0,1,0,182
2019-09-19,3,24,66,63,79,2,0,0,0,0,0,234
2019-09-20,4,68,98,163,247,0,0,0,0,1,0,209
2019-09-21,10,68,149,354,243,6,0,0,1,2,0,365
2019-09-22,2,59,132,555,381,0,0,0,0,1,0,244
2019-09-23,3,32,86,134,130,6,0,0,0,0,0,211
2019-09-24,3,46,116,279,251,368,0,0,0,7,0,177
2019-09-25,0,57,117,221,359,5,0,0,0,0,0,298
2019-09-26,0,56,49,86,57,0,0,0,2,0,0,319
2019-09-27,4,122,96,115,104,2,0,0,1,1,0,397
2019-09-28,2,99,141,87,200,9,0,0,0,0,0,315
2019-09-29,1,34,146,74,275,1,0,0,0,0,0,481
2019-09-30,5,70,83,61,84,2,0,0,3,2,0,215
2019-10-01,2,91,138,113,86,3,0,0,2,2,0,212
2019-10-02,4,199,101,58,94,14,0,0,3,0,0,309
2019-10-03,2,65,74,34,42,2,0,0,0,0,0,240
2019-10-04,2,99,141,295,196,2,0,0,0,0,0,291
2019-10-05,2,17,99,110,133,74,0,0,0,1,0,115
2019-10-06,4,80,143,356,275,9,0,0,0,2,0,703
2019-10-07,0,53,92,132,103,2,0,0,0,0,0,426
2019-10-08,1,48,77,177,101,1,0,0,0,0,0,266
2019-10-09,0,68,105,64,93,4,0,0,0,0,0,361
2019-10-10,2,43,148,252,195,2,0,0,0,0,0,319
2019-10-11,0,22,98,188,178,10,0,0,4,0,0,351
2019-10-12,2,68,153,308,140,1,0,0,0,0,0,237
2019-10-13,11,53,180,197,250,115,0,0,0,3,0,260
2019-10-14,36,26,91,84,114,4,0,0,7,1,0,251
2019-10-15,0,17,91,134,266,0,0,0,0,0,0,154
2019-10-16,0,25,71,47,74,0,0,0,0,0,0,261
2019-10-17,1,15,64,55,81,0,0,0,0,0,0,246
2019-10-18,0,19,66,29,67,0,0,0,0,0,2,335
2019-10-19,0,20,78,131,165,0,0,0,0,0,0,176
2019-10-20,3,56,111,105,122,321,0,0,0,4,0,221
2019-10-21,2,103,126,83,125,1,0,0,0,0,0,222
2019-10-22,0,34,85,47,95,1,0,0,0,0,0,204
2019-10-23,1,37,55,12,58,1,0,0,1,1,0,120
2019-10-24,0,28,51,23,42,0,0,0,0,0,0,135
2019-10-25,0,25,64,22,63,0,0,0,0,0,0,120
2019-10-26,0,24,35,24,42,0,0,0,0,0,0,116
2019-10-27,0,82,60,34,80,0,0,0,1,0,0,287
2019-10-28,5,95,95,32,65,7,0,0,1,1,0,305
2019-10-29,1,17,79,57,124,1,0,0,1,0,0,196
2019-10-30,0,53,44,42,90,7,0,0,0,0,0,108
2019-10-31,0,49,44,50,71,2,0,0,0,0,0,128
2019-11-01,0,70,99,45,97,0,0,0,0,0,0,648
2019-11-02,1,21,116,36,117,2,0,0,0,0,0,205
2019-11-03,0,40,74,38,55,0,0,0,0,0,0,281
2019-11-04,0,20,53,48,74,0,0,0,0,0,0,192
2019-11-05,1,9,44,42,54,0,0,0,0,0,0,178
2019-11-06,2,28,33,24,47,2,0,0,0,0,0,109
2019-11-07,0,23,96,40,124,1,0,0,0,0,0,152
2019-11-08,2,25,54,31,69,8,0,0,2,0,0,224
2019-11-09,1,84,139,51,76,3,0,0,0,0,0,306
2019-11-10,2,22,157,94,119,8,0,0,6,1,0,193
2019-11-11,0,13,35,39,39,1,0,0,1,0,0,210
2019-11-12,1,23,109,31,85,5,0,0,0,0,0,312
2019-11-13,1,12,90,11,76,0,0,0,1,0,0,89
2019-11-14,0,21,112,58,100,15,0,0,0,0,0,350
2019-11-15,2,16,84,33,85,0,0,0,0,0,0,222
2019-11-16,0,34,105,51,102,12,0,0,0,1,0,250
2019-11-17,0,52,84,83,91,1,0,0,0,0,0,244
2019-11-18,0,17,104,28,75,3,0,0,0,0,0,217
2019-11-19,0,25,44,57,83,0,0,0,0,0,0,200
2019-11-20,1,31,89,100,105,4,0,0,0,0,0,226
2019-11-21,0,22,96,74,123,4,0,0,0,0,0,199
2019-11-22,0,53,219,60,212,5,0,0,0,1,0,988
2019-11-23,0,18,75,31,118,1,0,0,0,0,0,289
2019-11-24,0,23,102,57,117,0,0,0,0,0,0,204
2019-11-25,1,34,126,66,119,1,0,0,0,0,0,217
2019-11-26,1,27,107,87,119,5,0,0,0,0,0,187
2019-11-27,2,40,74,56,75,11,0,0,0,3,0,168
2019-11-28,0,32,59,21,44,0,0,0,0,0,0,279
2019-11-29,1,20,59,29,50,2,0,0,0,1,0,279
2019-11-30,2,37,77,41,87,4,0,0,0,0,0,202
2019-12-01,0,39,100,71,112,0,0,0,0,0,0,317
2019-12-02,0,19,71,60,54,0,0,0,0,0,0,193
2019-12-03,1,31,38,26,47,1,0,0,0,0,0,265
2019-12-04,0,9,67,58,88,0,0,0,0,0,0,138
2019-12-05,0,9,32,21,37,0,0,0,0,0,0,111
2019-12-06,0,27,86,19,92,1,0,0,0,0,0,518
2019-12-07,2,29,107,29,76,0,0,0,0,1,0,291
2019-12-08,1,19,57,36,55,0,0,0,0,0,0,308
2019-12-09,0,46,90,35,86,0,0,0,0,0,0,254
2019-12-10,0,30,60,31,44,0,0,0,0,0,0,173
2019-12-11,1,17,49,11,42,0,0,0,0,0,0,169
2019-12-12,0,21,87,40,79,0,0,0,0,1,0,271
2019-12-13,2,20,53,25,58,0,0,0,0,0,0,288
2019-12-14,0,16,45,30,46,0,0,0,0,0,0,260
2019-12-15,1,12,55,62,81,0,0,0,0,0,0,197
2019-12-16,2,14,60,39,76,3,0,0,0,0,0,144
2019-12-17,1,32,68,138,70,7,0,0,0,0,0,323
2019-12-18,1,15,44,54,32,3,0,0,0,0,0,262
2019-12-19,0,12,56,61,78,1,0,0,0,0,0,178
2019-12-20,1,20,72,50,108,0,0,0,0,0,0,271
2019-12-21,0,11,45,47,49,0,0,0,0,0,0,154
2019-12-22,1,44,51,56,67,0,0,0,0,0,0,111
2019-12-23,0,24,65,63,94,1,0,0,0,0,0,355
2019-12-24,0,19,43,50,66,1,0,0,0,0,0,248
2019-12-25,0,21,48,29,45,0,0,0,0,0,0,367
2019-12-26,0,19,82,26,69,1,0,0,0,0,0,365
2019-12-27,0,13,83,26,72,2,0,0,0,0,0,164
2019-12-28,0,9,24,12,42,0,0,0,0,0,0,186
2019-12-29,1,16,56,55,92,0,0,0,0,1,0,214
2019-12-30,0,17,72,24,62,0,0,0,0,0,0,348
2019-12-31,0,14,45,27,69,2,0,0,0,0,0,187
2020-01-01,0,35,20,37,46,0,0,0,0,0,0,143
2020-01-02,1,30,56,42,55,3,0,0,0,0,1,213
2020-01-03,1,19,92,57,112,0,0,0,0,0,0,300
2020-01-04,0,43,47,40,72,0,0,0,0,0,0,339
2020-01-05,0,139,113,27,53,0,0,0,0,0,0,315
2020-01-06,0,16,64,43,82,0,0,0,0,0,0,150
2020-01-07,1,44,66,27,67,1,0,0,0,0,0,91
2020-01-08,1,6,16,46,33,0,0,0,0,0,0,73
2020-01-09,0,33,28,26,23,1,0,0,0,0,0,164
2020-01-10,0,12,43,14,55,0,0,0,0,0,0,134
2020-01-11,1,17,35,22,39,0,0,0,0,0,0,159
2020-01-12,0,28,48,58,43,0,0,0,0,0,0,292
2020-01-13,6,21,66,41,90,0,0,0,0,0,0,137
2020-01-14,0,37,44,46,56,0,0,0,0,0,0,203
2020-01-15,2,73,64,7,64,1,0,0,0,0,0,279
2020-01-16,2,46,63,36,65,2,0,0,0,0,0,268
2020-01-17,1,20,68,93,133,0,0,0,0,0,0,254
2020-01-18,0,28,36,30,62,1,0,0,0,0,0,169
2020-01-19,0,23,44,40,67,0,0,0,0,0,0,277
2020-01-20,0,26,50,16,74,0,0,0,0,0,0,184
2020-01-21,1,64,75,69,70,0,0,0,0,0,0,288
2020-01-22,3,61,52,58,46,1,0,0,0,0,0,154
2020-01-23,2,50,68,35,52,3,0,0,0,1,0,194
2020-01-24,2,23,49,29,56,1,0,0,0,0,0,124
2020-01-25,0,15,31,13,37,0,0,0,0,0,0,117
2020-01-26,0,15,32,38,40,0,0,0,0,0,0,244
2020-01-27,2,33,67,54,95,0,0,0,0,0,0,329
2020-01-28,1,11,73,95,96,0,0,0,0,0,0,104
2020-01-29,0,18,52,10,42,0,0,0,0,0,0,267
2020-01-30,0,20,47,11,40,0,0,0,0,0,0,81
2020-01-31,0,56,47,16,60,0,0,0,0,0,0,180
2020-02-01,0,37,81,44,51,0,0,0,0,0,0,275
2020-02-02,0,39,70,44,85,1,0,0,0,1,0,357
2020-02-03,0,46,84,32,50,0,0,0,0,0,0,346
2020-02-04,0,28,59,84,58,0,0,0,0,0,0,162
2020-02-05,0,8,11,16,16,0,0,0,0,0,0,128
2020-02-06,0,5,19,8,22,1,0,0,0,0,0,55
2020-02-07,0,13,53,15,53,0,0,0,0,0,0,241
2020-02-08,0,43,89,80,117,2,0,0,0,1,0,332
2020-02-09,0,21,74,25,86,0,0,0,0,0,0,238
2020-02-10,0,18,62,17,51,1,0,0,0,0,0,76
2020-02-11,0,24,75,37,93,0,0,0,0,0,0,170
2020-02-12,0,27,42,44,46,0,0,0,0,0,0,215
2020-02-13,0,21,44,13,47,0,0,0,0,0,0,139
2020-02-14,0,20,55,30,55,0,0,0,0,0,0,279
2020-02-15,0,14,63,57,63,0,0,0,0,0,0,183
2020-02-16,0,11,31,25,63,0,0,0,0,0,0,220
2020-02-17,0,12,67,69,65,0,0,0,0,0,0,228
2020-02-18,0,9,23,38,36,0,0,0,0,0,0,181
2020-02-19,0,46,41,19,34,3,0,0,0,0,0,240
2020-02-20,0,6,26,7,28,0,0,0,0,0,0,100
2020-02-21,0,11,35,6,25,0,0,0,0,0,0,173
2020-02-22,0,15,56,16,70,0,0,0,0,0,0,211
2020-02-23,0,11,65,88,75,0,0,0,2,0,0,213
2020-02-24,0,16,100,21,63,0,0,0,1,0,0,167
2020-02-25,0,15,59,22,63,1,0,0,0,0,0,162
2020-02-26,0,37,72,85,108,0,0,0,0,0,0,198
2020-02-27,0,10,32,17,30,0,0,0,0,0,0,132
2020-02-28,0,9,51,28,58,0,0,0,0,0,0,150
2020-02-29,0,21,115,45,121,2,0,0,0,0,0,226
2020-03-01,0,10,86,42,103,0,0,0,0,0,0,240
2020-03-02,0,17,42,13,52,0,0,0,0,0,0,137
2020-03-03,0,8,35,16,25,0,0,0,0,0,0,101
2020-03-04,0,22,84,24,79,0,0,0,0,0,0,366
2020-03-05,0,21,80,33,67,1,0,0,0,0,0,139
2020-03-06,0,13,58,13,47,0,0,0,0,0,0,75
2020-03-07,0,21,50,27,33,0,0,0,0,0,0,237
2020-03-08,0,21,40,18,41,0,0,0,0,0,0,227
2020-03-09,0,16,52,17,32,0,0,0,0,0,0,123
2020-03-10,0,10,25,28,49,0,0,0,0,0,0,159
2020-03-11,0,19,55,28,60,0,0,0,0,0,0,253
2020-03-12,0,27,43,18,22,0,0,0,0,0,0,159
2020-03-13,0,9,40,36,64,0,0,0,0,0,0,117
2020-03-14,0,10,22,23,41,1,0,0,0,0,0,157
2020-03-15,0,30,53,14,48,0,0,0,0,0,0,272
2020-03-16,0,22,99,54,124,0,0,0,0,0,0,192
2020-03-17,0,17,92,54,164,1,0,0,0,0,0,139
2020-03-18,0,24,94,47,114,0,0,0,0,0,0,353
2020-03-19,0,16,68,35,87,0,0,0,0,0,0,209
2020-03-20,0,40,78,45,104,0,0,0,0,0,0,333
2020-03-21,0,39,86,32,92,0,0,0,0,0,0,279
2020-03-22,0,21,50,18,50,0,0,0,0,0,0,138
2020-03-23,0,32,64,43,82,0,0,0,0,0,0,225
2020-03-24,0,18,57,37,65,0,0,0,0,0,0,176
2020-03-25,0,18,53,61,77,0,0,0,0,0,0,182
2020-03-26,0,31,87,89,103,0,0,0,0,0,0,261
2020-03-27,0,25,110,59,94,0,0,0,0,0,1,389
2020-03-28,0,21,68,63,103,0,0,0,0,0,0,343
2020-03-29,0,17,51,37,85,0,0,0,0,0,0,126
2020-03-30,0,21,57,50,60,0,0,0,0,0,0,435
2020-03-31,0,10,73,24,77,0,0,0,0,0,0,218
2020-04-01,0,23,105,73,164,0,0,0,0,0,0,459
2020-04-02,0,11,46,34,86,0,0,0,0,0,0,160
2020-04-03,0,23,57,48,119,0,0,0,0,0,0,359
2020-04-04,0,63,139,55,161,0,0,0,0,0,0,557
2020-04-05,0,40,113,81,131,0,0,0,0,0,0,366
2020-04-06,0,24,82,43,148,0,0,0,0,0,0,235
2020-04-07,0,35,180,103,260,0,0,0,0,0,0,782
2020-04-08,1,38,145,82,212,0,0,0,0,0,0,533
2020-04-09,0,37,136,133,212,0,0,0,0,0,0,189
2020-04-10,0,43,135,79,189,1,0,0,0,0,0,605
2020-04-11,0,27,164,193,260,5,0,0,0,0,0,458
2020-04-12,0,31,87,89,169,1,0,0,0,0,0,426
2020-04-13,0,46,188,68,222,0,0,0,1,0,0,674
2020-04-14,0,61,170,191,305,1,0,0,4,0,0,746
2020-04-15,0,25,68,66,69,0,0,0,2,0,0,181
2020-04-16,0,70,162,137,168,1,0,0,2,0,0,456
2020-04-17,0,43,99,49,147,0,0,0,1,0,0,313
2020-04-18,1,37,169,92,222,5,0,0,0,0,1,410
2020-04-19,4,107,206,110,240,14,0,0,0,1,0,1516
2020-04-20,0,31,155,185,227,2,0,0,0,0,0,680
2020-04-21,2,22,119,27,130,3,0,0,0,1,0,273
2020-04-22,0,24,111,80,136,9,0,0,13,0,1,505
2020-04-23,3,17,95,75,86,1,0,0,0,0,0,380
2020-04-24,2,23,145,166,205,0,0,0,0,0,0,496
2020-04-25,2,26,133,82,207,56,0,0,0,0,0,510
2020-04-26,1,38,96,34,125,2,0,0,0,0,1,366
2020-04-27,3,26,150,92,224,2,0,0,0,0,0,383
2020-04-28,2,16,160,98,174,7,0,0,0,0,0,362
2020-04-29,2,39,104,60,103,0,0,0,0,0,0,514
2020-04-30,0,21,154,154,225,3,0,0,0,0,0,327
2020-05-01,5,44,137,73,194,2,0,0,2,1,0,494
2020-05-02,3,30,130,97,180,0,0,0,3,0,2,319
2020-05-03,2,102,229,150,242,3,0,0,2,0,1,532
2020-05-04,1,35,117,92,163,2,0,0,0,0,0,454
2020-05-05,2,117,175,118,203,0,0,0,0,0,0,418
2020-05-06,3,26,128,76,115,3,0,0,0,0,0,341
2020-05-07,1,27,110,77,128,2,0,0,2,0,0,401
2020-05-08,2,62,212,134,253,3,0,0,0,0,0,583
2020-05-09,3,30,162,129,186,14,0,0,3,3,0,379
2020-05-10,1,113,307,219,315,4,0,0,3,0,0,469
2020-05-11,3,27,91,103,130,3,0,0,0,0,0,525
2020-05-12,1,22,135,124,173,2,0,0,0,0,0,353
2020-05-13,0,27,128,175,176,5,0,0,0,0,0,379
2020-05-14,1,32,160,132,194,0,0,0,0,0,0,467
2020-05-15,0,59,127,143,184,0,0,0,0,0,0,391
2020-05-16,1,100,179,150,181,0,0,0,3,1,0,377
2020-05-17,1,77,175,147,249,1,0,0,4,0,0,555
2020-05-18,1,36,125,128,177,2,0,0,3,0,0,343
2020-05-19,0,51,104,131,106,0,0,0,2,0,0,266
2020-05-20,1,47,106,62,129,1,0,0,3,0,1,421
2020-05-21,1,29,111,51,131,2,0,0,1,0,0,337
2020-05-22,0,19,119,53,104,3,0,0,0,0,0,375
2020-05-23,0,26,108,50,131,2,0,0,0,0,0,321
2020-05-24,1,146,93,90,125,0,0,0,1,0,0,308
2020-05-25,0,90,138,59,135,1,0,0,0,0,0,404
2020-05-26,1,40,60,31,98,0,0,0,0,0,0,87
2020-05-27,2,22,56,18,43,0,0,0,0,0,0,397
2020-05-28,0,38,127,55,134,0,0,0,0,0,0,360
2020-05-29,1,28,116,61,139,5,0,0,1,1,0,422
2020-05-30,0,99,86,63,122,1,0,0,0,0,0,407
2020-05-31,1,77,52,25,55,0,0,0,0,0,0,428
2020-06-01,0,12,85,48,87,1,0,0,0,0,0,214
2020-06-02,0,14,52,47,62,1,0,0,1,0,0,257
2020-06-03,0,34,128,123,155,0,0,0,0,0,0,914
2020-06-04,0,210,167,64,181,1,0,0,0,0,0,473
2020-06-05,1,43,138,72,118,12,0,0,0,1,0,642
2020-06-06,1,42,250,177,241,9,0,0,7,0,1,368
2020-06-07,0,32,139,93,166,4,0,0,3,0,1,591
2020-06-08,0,34,220,175,234,0,0,0,1,0,0,538
2020-06-09,0,16,82,31,65,0,0,0,0,0,0,257
2020-06-10,0,45,226,316,305,1,0,0,0,0,0,783
2020-06-11,0,41,172,236,207,2,0,0,0,0,0,388
2020-06-12,0,20,153,103,137,1,0,0,2,0,0,278
2020-06-13,4,40,146,101,126,14,0,0,0,1,0,164
2020-06-14,0,36,132,128,119,4,0,0,0,1,0,379
2020-06-15,1,33,122,159,150,1,0,0,0,0,0,309
2020-06-16,0,24,102,105,111,0,0,0,0,0,0,204
2020-06-17,0,49,313,186,283,0,0,0,0,0,0,685
2020-06-18,1,24,65,43,59,2,0,0,0,0,0,349
2020-06-19,6,51,227,227,254,0,0,0,0,1,0,374
2020-06-20,2,35,212,217,240,2,0,0,1,0,0,402
2020-06-21,0,44,192,208,174,1,0,0,0,0,0,505
2020-06-22,0,33,109,104,124,0,0,0,12,0,0,293
2020-06-23,0,22,132,149,143,1,0,0,2,0,0,136
2020-06-24,0,87,283,299,357,3,0,0,10,0,0,1045
2020-06-25,0,54,191,175,239,6,0,0,1,0,0,236
2020-06-26,0,46,203,190,244,0,0,0,1,0,0,941
2020-06-27,1,28,197,121,251,10,0,0,5,1,1,411
2020-06-28,1,30,180,129,246,1,0,0,1,0,0,559
2020-06-29,1,35,118,48,118,5,0,0,3,0,1,386
2020-06-30,1,43,190,131,218,0,0,0,4,1,0,554
2020-07-01,0,30,130,62,136,0,0,0,0,0,0,571
2020-07-02,1,17,135,78,131,0,0,0,0,0,0,222
2020-07-03,4,41,179,82,166,2,0,0,0,0,0,694
2020-07-04,0,30,186,121,218,0,0,0,3,0,0,458
2020-07-05,0,47,203,165,211,0,0,0,1,0,0,498
2020-07-06,0,10,88,69,124,0,0,0,0,0,0,212
2020-07-07,0,19,101,55,117,0,0,0,0,0,0,382
2020-07-08,0,31,179,147,240,2,0,0,1,0,0,764
2020-07-09,0,27,184,142,171,0,0,0,0,0,0,520
2020-07-10,0,19,164,98,163,0,0,0,0,0,0,441
2020-07-11,0,15,72,76,103,0,0,0,0,0,0,341
2020-07-12,2,26,48,13,46,0,0,0,0,0,0,435
2020-07-13,0,25,158,84,107,0,0,0,1,0,0,694
2020-07-14,0,20,110,59,113,0,0,0,0,0,0,465
2020-07-15,3,35,138,76,149,1,0,0,0,0,0,361
2020-07-16,0,17,96,91,128,0,0,0,0,0,0,376
2020-07-17,3,22,77,153,60,6,0,0,0,1,0,408
2020-07-18,3,44,97,51,71,7,0,0,0,0,0,724
2020-07-19,1,15,91,172,68,2,0,0,0,0,0,230
2020-07-20,2,17,98,25,46,2,0,0,0,0,0,164
2020-07-21,0,14,59,184,40,5,0,0,0,0,2,331
2020-07-22,0,13,65,63,81,0,0,0,0,0,0,322
2020-07-23,1,18,78,56,104,0,0,0,0,0,0,505
2020-07-24,0,32,129,65,115,4,0,0,0,0,0,393
2020-07-25,0,26,83,246,75,0,0,0,0,0,0,153
2020-07-26,1,18,86,81,80,0,0,0,0,0,0,205
2020-07-27,0,10,54,59,50,1,0,0,0,0,0,185
2020-07-28,0,18,104,66,104,0,0,0,0,0,0,533
2020-07-29,0,32,111,88,128,0,0,0,0,0,0,713
2020-07-30,0,27,211,146,251,0,0,0,0,0,0,513
2020-07-31,0,20,117,59,124,19,0,0,0,0,0,298
2020-08-01,1,17,55,15,57,1,0,0,0,0,1,364
2020-08-02,1,16,67,20,48,0,0,0,0,0,0,316
2020-08-03,1,22,45,19,79,0,0,0,0,0,0,361
2020-08-04,1,26,123,120,95,8,0,0,0,0,0,396
2020-08-05,0,18,108,147,113,0,0,0,0,1,0,305
2020-08-06,3,15,73,120,85,5,0,0,0,1,1,187
2020-08-07,0,16,70,93,77,0,0,0,0,0,0,366
2020-08-08,1,30,153,193,169,0,0,0,0,0,0,846
2020-08-09,0,19,149,90,186,0,0,0,0,0,0,332
2020-08-10,1,24,111,111,84,0,0,0,0,0,1,304
2020-08-11,0,20,47,31,58,0,0,0,0,0,0,285
2020-08-12,0,12,37,15,49,0,0,0,0,0,0,253
2020-08-13,0,14,92,36,88,1,0,0,0,0,0,388
2020-08-14,1,12,62,20,63,0,0,0,0,0,0,141
2020-08-15,1,10,42,53,71,0,0,0,0,0,0,207
2020-08-16,0,16,75,46,95,0,0,0,0,0,0,369
2020-08-17,0,19,77,45,102,0,0,0,0,0,0,335
2020-08-18,1,27,71,88,90,0,0,0,0,0,0,522
2020-08-19,1,17,71,38,63,1,0,0,0,1,0,294
2020-08-20,1,13,48,37,46,1,0,0,0,0,0,168
2020-08-21,0,12,66,80,88,0,0,0,0,0,0,230
2020-08-22,0,15,53,39,76,0,0,0,0,0,0,311
2020-08-23,0,47,49,26,49,0,0,0,0,0,0,240
2020-08-24,0,16,46,55,80,0,0,0,0,0,0,236
2020-08-25,1,16,41,49,51,0,0,0,0,0,0,190
2020-08-26,0,8,71,47,72,0,0,0,0,0,0,163
2020-08-27,1,15,46,78,78,0,0,0,0,0,0,116
2020-08-28,1,17,48,43,62,0,0,0,0,0,0,358
2020-08-29,1,6,30,12,37,0,0,0,0,0,0,138
2020-08-30,0,12,39,34,61,0,0,0,0,0,0,199
2020-08-31,0,23,33,46,46,0,0,0,0,0,0,261
2020-09-01,0,16,29,26,38,0,0,0,0,0,0,320
2020-09-02,1,7,28,29,36,0,0,0,0,0,0,194
2020-09-03,0,11,41,14,41,0,0,0,0,0,0,310
2020-09-04,2,9,26,36,34,0,0,0,0,0,0,192
2020-09-05,1,12,43,7,43,0,0,0,0,0,0,243
2020-09-06,0,8,42,14,45,0,0,0,0,0,0,187
2020-09-07,2,13,28,8,46,0,0,0,0,0,0,292
2020-09-08,0,11,24,10,24,0,0,0,0,0,0,188
2020-09-09,0,9,31,22,36,0,0,0,0,0,0,280
2020-09-10,1,4,22,21,35,0,0,0,0,0,0,114
2020-09-11,0,11,23,10,37,0,0,0,0,0,0,292
2020-09-12,1,24,43,86,52,0,0,0,0,0,0,432
2020-09-13,0,10,37,31,44,0,0,0,0,0,0,309
2020-09-14,0,7,27,14,27,10,0,0,1,0,0,164
2020-09-15,0,15,41,17,38,0,0,0,0,0,0,326
2020-09-16,2,8,37,23,50,0,0,0,0,0,0,85
2020-09-17,2,12,33,23,57,0,0,0,0,0,0,195
2020-09-18,2,15,28,11,17,0,0,0,0,0,0,289
2020-09-19,1,13,47,48,54,0,0,0,0,0,0,266
2020-09-20,0,8,48,34,51,0,0,0,0,0,0,115
2020-09-21,0,7,18,8,15,0,0,0,0,0,0,193
2020-09-22,1,8,13,1,18,0,0,0,0,0,0,294
2020-09-23,2,13,35,9,36,0,0,0,1,0,0,382
2020-09-24,1,17,42,31,54,0,0,0,0,0,1,401
2020-09-25,0,5,45,48,65,0,0,0,0,0,0,116
2020-09-26,0,9,32,27,34,0,0,0,0,0,0,242
2020-09-27,3,14,38,21,48,3,0,0,0,0,0,402
2020-09-28,1,10,34,6,40,0,0,0,0,0,0,192
2020-09-29,0,13,38,32,44,0,0,0,0,0,0,156
2020-09-30,2,23,60,17,50,0,0,0,0,0,0,248
2020-10-01,1,11,42,11,58,1,0,0,0,0,0,378
2020-10-02,0,9,34,31,45,0,0,0,0,0,0,227
2020-10-03,0,9,53,44,68,0,0,0,0,0,0,202
2020-10-04,0,13,41,41,52,0,0,0,0,0,0,315
2020-10-05,0,8,40,15,52,0,0,0,0,0,0,226
2020-10-06,0,12,47,31,66,0,0,0,0,0,0,331
2020-10-07,1,10,38,26,57,0,0,0,1,0,0,304
2020-10-08,0,10,59,55,69,0,0,0,0,0,0,336
2020-10-09,2,12,33,34,38,0,0,0,0,0,0,274
2020-10-10,0,17,66,24,79,0,0,0,0,0,0,568
2020-10-11,1,12,47,40,61,0,0,0,0,1,0,264
2020-10-12,1,9,34,29,46,0,0,0,0,0,0,145
2020-10-13,1,12,34,36,51,0,0,0,0,0,0,585
2020-10-14,3,13,68,8,76,0,0,0,0,0,0,399
2020-10-15,0,18,94,87,144,0,0,0,0,0,0,271
2020-10-16,0,17,41,37,45,0,0,0,0,0,0,163
2020-10-17,0,7,39,17,57,0,0,0,0,0,0,192
2020-10-18,1,12,41,15,47,0,0,0,0,0,1,278
2020-10-19,2,7,25,28,31,0,0,0,0,0,1,107
2020-10-20,0,18,85,52,72,0,0,0,0,0,0,423
2020-10-21,1,9,71,125,109,0,0,0,0,0,0,265
2020-10-22,1,14,67,85,105,2,0,0,0,1,0,187
2020-10-23,2,13,36,54,49,1,0,0,0,0,0,213
2020-10-24,1,22,60,18,58,1,0,0,0,0,0,299
2020-10-25,1,23,60,45,74,0,0,0,0,0,0,467
2020-10-26,0,15,77,97,78,0,0,0,0,0,0,195
2020-10-27,2,19,46,30,58,1,0,0,0,0,0,343
2020-10-28,8,63,78,43,102,23,0,0,0,4,0,316
2020-10-29,11,67,95,29,62,15,0,0,0,0,0,185
2020-10-30,8,190,293,121,259,66,0,0,0,4,0,351
2020-10-31,7,95,179,101,222,32,0,0,2,5,0,494
2020-11-01,2,92,265,187,235,21,0,0,7,0,0,297
2020-11-02,2,57,120,69,158,5,0,0,1,0,1,314
2020-11-03,5,200,289,89,219,17,0,0,0,2,0,537
2020-11-04,0,51,113,76,145,6,0,0,0,0,0,632
2020-11-05,0,45,95,45,80,3,0,0,0,0,0,532
2020-11-06,1,22,132,48,164,4,0,0,0,0,0,195
2020-11-07,0,53,127,88,160,6,0,0,2,0,0,584
2020-11-08,1,39,171,109,208,14,0,0,0,1,0,517
2020-11-09,0,43,124,66,126,2,0,0,0,0,0,361
2020-11-10,0,27,84,29,95,2,0,0,0,0,0,487
2020-11-11,2,17,79,20,89,0,0,0,0,0,0,207
2020-11-12,2,32,115,51,124,0,0,0,1,0,0,519
2020-11-13,1,26,67,56,102,0,0,0,0,0,0,321
2020-11-14,0,10,57,40,75,1,0,0,0,0,0,235
2020-11-15,1,20,48,59,66,0,0,0,0,0,0,579
2020-11-16,1,25,115,83,141,1,0,0,0,0,0,690
2020-11-17,2,29,91,32,107,1,0,0,0,1,0,324
2020-11-18,0,33,61,13,69,1,0,0,0,0,0,494
2020-11-19,0,23,131,66,121,0,0,0,0,0,0,479
2020-11-20,1,11,63,32,68,1,0,0,0,0,0,364
2020-11-21,0,10,53,6,60,0,0,0,0,0,0,301
2020-11-22,1,24,55,24,60,0,0,0,0,0,0,332
